Codigo;Razon Social;Sucursal;Direccion Fiscal;Nro de RIF;Persona Contacto;Telefono;Direccion de Recolecta;Estatus;Email;Tarifa;Mod. Pago;F. Ult. Guia;
CR418O;TECNOFIC/SST SERVICIOS Y SOLUCIONES DE TECNOLOGIA;PZO;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10;J-31424634-8;EDMUNDO;286 961.62.08 / 961.09.57 EXT 108 / 58 414 241.41.;PASEO CARONI, C.C. NARAYA, PISO 4, OFIC 12, ALTA VISTA . DIAGONAL AL C.C BABILONIA MALL CENTER - PTO ORDAZ BOLIVAR;ACTIVO;carlos.florio@sst.com.ve;TARIFA NAC2012;CREDITO;;
CR418P;TECNOFIC/XEON TECNOLOGIA CA;BNS;EDIF LOS HERMANOS PROLONGACI?N AV PPAL. LOS CORTIJOS PISO 1 N-10, CARACAS;J-30732475-9;JOSE JESUS ZANETTI;58 273 5147356  / 58 273;CALLE CAMEJO, C.C. EL TRIGAL, LOCAL 1, BARINAS, EDO. BARINAS.;ACTIVO;jjzm@xeontecnologia.com;TARIFA NAC2012;CREDITO;2012-03-15;
CR593;CALL CENTER;CCS;MONTECRISTO;..;JOSUE;..;..;ACTIVO;jrojas@libertyexpress.com;TARIFA NAC2012;CREDITO;2012-07-17;
CR594;PLAN SANITAS, S.A;CCS;AV.MOHEDANO. C.C LOS CHAGUARAMOS QUINTA SANITAS LAS CASTELLANA, CARACAS;J-31143354-6;NATHALY LEON;0212 8215100 EXT.5152;ZONA INDUSTRIAL LA TRIINIDA EDF. CEDI;ACTIVO;nleon@sanitasdevenezuela.com;TARIFA NAC2012;CREDITO;2011-12-10;
CR595;CENTRO MEDICO CENTURION,C.A;BLA;AV. CENTURION, QTA. MARIA AUXILIADORANRO.213URB  NUEVO INGENIO BARCELONA ESTADO ANZOATEGUI;J-29871241-4;CLAUDIA DELGADO;0414-8186789;REFRIAMERICA CARACAS;ACTIVO;cmcenturion@hotmail.com;TARIFA NAC2012;CONTADO;2011-12-13;
C596;GALAXIA ELECTRONICA, C.A;MCY;AV. MIRANDA OESTE, N? 54, ENTRE VARGAS Y S?NCHEZ CARRERO  MARACAY  EDO. ARAGUA.  ;J-00092863-0;GHASSAN MEKARI;0243 2461150;AV. MIRANDA OESTE, N? 54, ENTRE VARGAS Y S?NCHEZ CARRERO  MARACAY  EDO. ARAGUA.;ACTIVO;mekarigh@hotmail.com;TARIFA NAC2012;COBRO EN DESTINO;;
CR596;GALAXIA ELECTRONICA, C.A;MCY;AV. MIRANDA OESTE, N? 54, ENTRE VARGAS Y S?NCHEZ CARRERO  MARACAY  EDO. ARAGUA;J-00092863-0;GHASSAN MEKARI;0243 2461150;AV. MIRANDA OESTE, N? 54, ENTRE VARGAS Y S?NCHEZ CARRERO  MARACAY  EDO. ARAGUA;ACTIVO;mekarigh@hotmail.com;TARIFA NAC2012;COBRO EN DESTINO;2011-12-20;
CR597;CAMOPLA INVERSIONES C.A.;CCS;AVENIDA MADRID CON CALLE 14, QUINTA CAMOPLA # 501-2153, LA CALIFORNIA NORTE, 1070, MUNICIPIO SUCRE, ESTADO MIRANDA, CARACAS - VENEZUELA;J-30435536-0;YELITZA URBINA;(212) 235.74.78 / 237.05.95 / 237.49.61;AVENIDA MADRID CON CALLE 14, QUINTA CAMOPLA # 501-2153, LA CALIFORNIA NORTE, 1070, MUNICIPIO SUCRE, ESTADO MIRANDA, CARACAS - VENEZUELA;ACTIVO;yelitza.urbina@camopla.com.ve;TARIFA NAC2012;CREDITO;2012-08-09;
CR598;INVERSIONES MH 3636, C.A;CCS;CALLE 9 EDIFICIO REX PISO 2 OF 23 URBANIZACION LA URBINA, CARACAS DC;J-31369309-0;SALOMON BEHHAMU;0414.331.3223;AV ROMULO GALLEGOS CON CALLE REP?BLICA DOMINICANA, EDIFICIO VISTA, PISO 6, OFICINA 6-1, BOLEITA. CARACAS;ACTIVO;salomon@usbcell.com.ve;TARIFA NAC2012;CREDITO;2012-08-10;
CR599;INVERSIONES DUJR;CCS; URB. LOS SAMANES, RESD. EL NARANJAL, TORRE F, PISO 19, APTO 195. BARUTA. A 1 CUADRA DEL CC LOS SAMANES, CARACAS. DC;V-16033368-1;JULIO REBOLLEDO;04125907249 / 04264056151; URB. LOS SAMANES, RESD. EL NARANJAL, TORRE F, PISO 19, APTO 195. BARUTA. A 1 CUADRA DEL CC LOS SAMANES. 02129432379;ACTIVO; inversionesdujr@gmail.com;TARIFA NAC2012;CREDITO;2012-07-06;
CR600;DISTRIBUIDORA EQUIOFICA;CCS;1RA. CALLE DE BELLO MONTE, ENTRE CALLE HUMBOLT Y AV. CASANOVA. EDIF. MAYORAL P.B., LOCALES 2 Y 3, EL RECREO. CARACAS - VENEZUELA;J-00306574-9;SR. CARTAYA/ SRA. NANCY/ SR. PABLO;58 212) 7618505. FAX: (58 212) 761369;1RA. CALLE DE BELLO MONTE, ENTRE CALLE HUMBOLT Y AV. CASANOVA. EDIF. MAYORAL P.B., LOCALES 2 Y 3, EL RECREO. CARACAS - VENEZUELA;ACTIVO;jcartaya@equiofica.com;TARIFA NAC2012;CREDITO;2012-06-29;
CR601;LABORATORIOS DAI;CCS;CENTRO EMPRESARIAL PIEDRA AZUL, PLANTA BAJA, AL LADO DE LA CL?NICA PIEDRA AZUL. BARUTA. CARACAS;J-30503069-3;ADOLFO CACERES;0212 ? 944.07.73    0412 ? 233.45.09;CENTRO EMPRESARIAL PIEDRA AZUL, PLANTA BAJA, AL LADO DE LA CL?NICA PIEDRA AZUL. BARUTA.TEL?FONO : 0212 ? 944.07.73    0412 ? 233.45.09 ( ADOLFO C?CERES );ACTIVO;coord_olm@labdai.com;TARIFA NAC2012;COBRO EN DESTINO;2012-08-10;
CR602;INVERSIONES SOLID TECH, C.A;CCS;CALLE REAL CON 2DA. AVENIDA LAS DELICIAS EDIFICIO CAMURI. PISO 1 OFICINA 1 . URBANIZACION SABANA GRANDE CARACAS;J31524572-8;MIRIAM;0212-462.61.63/761.55.76;CALLE REAL CON 2DA. AVENIDA LAS DELICIAS EDIFICIO CAMURI. PISO 1 OFICINA 1 . URBANIZACION SABANA GRANDE CARACAS;ACTIVO;danelys.natale@sonomedica.com.ve;TARIFA NAC2012;CREDITO;2012-08-08;
CR603;FABILAND IMPORT, C.A;CCS;FINAL AVENIDA PRINCIPAL DE MARIPEREZ, QUINTA KIARA. LOCAL NRO.5 CARACAS;J-2979571-4;LUIS REGALADO;0212.7822794/0412.2191241;FINAL AVENIDA PRINCIPAL DE MARIPEREZ, QUINTA KIARA. LOCAL NRO.5 CARACAS;ACTIVO;fabilandimportfs@gmail.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR604;TECNO ADVANCE, C.A;MAR;AVENIDA 2 LAGO MALL. NIVEL PLAZA. LOCAL PC-22A. SECTOR EL MILAGRO MARACAIBO ESTADO ZULIA Z.P 4002;J-31620940-7;CESAR PUMAR;0414 6196055/ 0424 6239869;AVENIDA 2 LAGO MALL. NIVEL PLAZA. LOCAL PC-22A. SECTOR EL MILAGRO MARACAIBO ESTADO ZULIA Z.P 4002 CESAR PUMAR;ACTIVO;tecno.advance@hotmail.com;TARIFA NAC2012;CREDITO;2012-07-30;
CR605;JMC CURRIER?S EXPRESS C.A;CCS;CALLE PANTIN DE CHACAO C/AV LIBERTADOR Y AUTOPISTA GALPON PB NRO.3 URB. EDUARDO LEAL, CHACAO, CARACAS, ZONA POSTAL 1060;J-2354456-4;MARCO A ACOSTA R;0212 2678345/0414 1312027;CALLE PANTIN DE CHACAO C/AV LIBERTADOR Y AUTOPISTA GALPON PB NRO.3 URB. EDUARDO LEAL, CHACAO, CARACAS, ZONA POSTAL 1060 P.C BRIGIDO AGUILERA;ACTIVO;marco.acosta@jmcexpress.com.ve;TARIFA NAC2012;CREDITO;2012-08-09;
CR405A;CODIGO ERRADO NO USAR;MAR;..;00;111;222;;INACTIVO;;TARIFA NAC2012;CREDITO;;
CR605A;JMC CURRIER?S EXPRESS C.A MARACAIBO;MAR;CALLE PANTIN DE CHACAO C/AV LIBERTADOR Y AUTOPISTA GALPON PB NRO.3 URB. EDUARDO LEAL, CHACAO, CARACAS, ZONA POSTAL 1060;J-2354456-4;MAIGUALIDA SEMPRUM;02618294927/0414.3258869;AVENIDA 20 ENTRE CALLE 72 Y 73 NRO. 72-79, DIAGONAL AL CENTRO COMERCIAL MONTIELCO, FRENTE A BBVA SECTOR PARAISO, MARACAIBO  ESTADO ZULIA;ACTIVO;maigualida.semprum@jmcexpress.com.ve;TARIFA NAC2012;CREDITO;2012-07-27;
CR606;ESMORGA AUTOMOTIVE, C.A;CCS;URB. TURUMO CALLE PAEZ, QUINTA CARYNTHIA - CARACAS MUN SUCRE, EDO MIRANDA;J-29904840-2;JUAN TABOADA;0212-624.14.30/ 04142422697;URB. TURUMO CALLE PAEZ, QUINTA CARYNTHIA - CARACAS MUN SUCRE, EDO MIRANDA;INACTIVO;esmorga_automotive@hotmail.com;TARIFA NAC2012;CONTADO;2012-07-25;
CR607;LATINOCOSMETICA, C.A;CCS;CALLE 11-1 EDIFICIO GE 33, PISO 2 LOCAL B LA URBINA CARACAS ZONA POSTAL 1070;J-31232315-9;SANDRO DI MATTIA;04142774387 +58-212-2415113;CALLE 11-1 EDIFICIO GE 33, PISO 2 LOCAL B LA URBINA CARACAS ZONA POSTAL 1070;ACTIVO;latinocosmeticavenezuela@gmail.com;TARIFA NAC2012;CREDITO;2012-04-27;
CR608;CONSTRUCTORA TERMOTEX, C.A.;CCS;AVENIDA FRANCISCO DE MIRANDA TORRE PROF. LA CALIFORNIA PISO 5 OFC 5-4 LA CALIFORNIA NORTE CARACAS / VENEZUELA;J-31445023-9;LIC. YAJAIRA HURTADO;(0212) 2712341 / 04143067614;AVENIDA FRANCISCO DE MIRANDA TORRE PROF. LA CALIFORNIA PISO 5 OFC 5-4 LA CALIFORNIA NORTE CARACAS / VENEZUELA;ACTIVO;adm@termotex.com.ve;TARIFA NAC2012;CREDITO;2012-08-08;
CR609;AYASONIC ELECTRONICS C.A;CCS;URB. EL PLACER CALLE NORTE 7 CASA FATIMA PISO 1 MUNICIPIO BARUTA EDO. MIRANDA CODIGO POSTAL 1080;J-297192751;ANDRES ABREU;0212-7708056 / 04122621905;URB. EL PLACER CALLE NORTE 7 CASA FATIMA PISO 1 MUNICIPIO BARUTA EDO. MIRANDA CODIGO POSTAL 1080ANDRES ABREU 04122621905;ACTIVO;ventas@ayasonic.com / aabreu@ayasonic.com;TARIFA NAC2012;CREDITO;2012-03-14;
CR237X;SANITAS VENEZUELA, SA LA VICTORIA;MCY;AV. ORINOCO EDF. SANITAS VENEZUELA, SOTANO, LAS MERCEDES, CARACAS.;J-30555933-3;BRIGDELIS MARTINEZ;0412-4456153;AVENIDA VICTORIA, C.C. RESIDENCIAS MADRIGAL PLAZA, PB LOCAL N? 2. LA VICTORIA EDO-ARAGUA;ACTIVO;bmartinez@sanitasvenezuela.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR610;CONSTRUTORA NORBERTO ODEBRECHT, S.A;CCS;AVENIDA RIO CAURA, EDIFICIO TORRE HUMBOLDT, PISO 10 OFICINA 10-13 URBANIZACION PRADOS DEL ESTE, ZONA POSTAL 1080;J-00363691-6;FRANK CASTRO;0212 ? 610.09.25;PROYECTO METRO L?NEA V - AVENIDA FRANCISCO DE MIRANDA, CORREDOR VIAL SANTA CECILIA, DIAGONAL AL MUSEO DE TRANSPORTE, CAMPAMENTO DE OBRA VIVERO, PORTON ROJO CON BLANCO. CARACAS ? D.C;ACTIVO;fecastro@odebrecht.com;TARIFA NAC2012;CREDITO;2012-05-09;
CR611;INVERSIONES E&J IMPORT 2012, C.A;LGR;AVENIDA MIRAMAR EDF. COROMOTO PISO PB LOCAL 1 URB. MIRAMAR PARIATA , URBANIZACION LA GUAIRA;J-40045338-0;JOSE BORRELL HERNANDEZ;0212-4350727 /4350737;AV PRINCIPAL DE LOS RUICES, CENTRO CORPORATIVO LOS RUICES PISO 1 OFC 1-3. CARACAS;ACTIVO;eduardo.miralles@ejimport.com;TARIFA NAC2012;CREDITO;2012-08-03;
CR612;DISTRIBUIDORA MELAQUIM C.A;CCS;AV LAS AMERICAS CALLE TEPUY EDF LA FLORESTA PISO 2 APTO 6. URB TERRAZAS CLUB HIPICO;J-30742102-9;JOSE CASTILLO;0212-693.74.88/64.37;CALLE RAZETTI ENTRE AV LAS CIENCIAS Y AV LOS ESTADIUM QTA NENENA DONEY. LOS CHAGUARAMOS;ACTIVO;hflores@melaquim.com,jcastillo@melaquim.com;TARIFA NAC2012;CREDITO;;
CR614;INSUMOS MEDICOS ABC, C.A;CCS;CALLE SANCHEZ EDIF.VIRGILIO PISO 1 OF.1 SECTOR  SANTA ROSA  ZONAL POSTAL 1010;J-29423660-0;FREDDY RODRIGUEZ;0212-8855566;CALLE SANCHEZ EDIF.VIRGILIO PISO 1 OF.1 SECTOR  SANTA ROSA  ZONAL POSTAL 1010;ACTIVO;insumos_medicosabc@yahoo.es;TARIFA NAC2012;CREDITO;2012-03-23;
CR615;AUTO REPUESTOS KIOTO, C.A;MAR;AV.10 ENTRE CALLE 72 Y 73, SECTOR TIERRA NEGRA EDF. TAC ARICA I APTO PB 32..ZP 4002;J-31221583-6;CARLOS RAMON PARRA;0261- 4173831 -7985767;AV.10 ENTRE CALLE 72 Y 73, SECTOR TIERRA NEGRA EDF. TAC ARICA I APTO PB 32..ZP 4002;ACTIVO;carlopar@gmail.com ; autokioto@gmail.com;TARIFA NAC2012;CREDITO;2016-01-22;
CR616;INVERSIONES J.R.F. C.A;MAR;A.V 11 ENTRE CALLES 72 Y 73 SECTOR TIERRA NEGRA EDIF. TACARI CA TORRE LOCAL 03 MARACAIBO EDO. ZULIA;J-31221587-9;CARLOS PARRA;0261-417.38.31/ 0414-183.50.48;A.V 11 ENTRE CALLES 72 Y 73 SECTOR TIERRA NEGRA EDIF. TACARI CA TORRE LOCAL 03. MARACAIBO EDO. ZULIA;ACTIVO;carlopar@gmail.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR617;INSTRUMENTALES MEDICOS DEL CARONI, C.A;PZO;AV. GUAYANA, CONJUNTO RESIDENCIAL GUAYANA, PLANTA BAJA LOCAL 5B, PUERTO ORDAZ;J-30190838-4;OCTAVIO GARRIDO;0286-9614767;AV. GUAYANA, CONJUNTO RESIDENCIAL GUAYANA, PLANTA BAJA LOCAL 5B, PUERTO ORDAZ;ACTIVO;intrumentales@gmail.com;TARIFA NAC2012;COBRO EN DESTINO;2012-03-27;
CR618;PROMED TECHNOLOGY, C.A;BRM;AV. FINAL LOS LEONES EDF. TORRE MILENIUM PISO 1. LOCAL NP-31 BARQUISIMETO ESTADO LARA;J-3123027-9;OCTAVIO GARRIDO;0251-2554904;AV. FINAL LOS LEONES EDF. TORRE MILENIUM PISO 1. LOCAL NP-31 BARQUISIMETO ESTADO LARA;ACTIVO;promedtecnology@cantv.net;TARIFA NAC2012;COBRO EN DESTINO;;
CR619;TERABYTE TKK, C.Q;CCS;CENTRO EMPRESARIAL TORRE HUMBOLDT, NIVEL TERRAZA, OFICINA TE-12 URB PRADO HUMBOLDT, CARACAS DISTRITO CAPITAL;J-31596301-9;ROBERTO STORY BEN?TEZ;0212-4358208, 0212-4358209;CENTRO EMPRESARIAL TORRE HUMBOLDT, NIVEL TERRAZA, OFICINA TE-12 URB PRADO HUMBOLDT, CARACAS DISTRITO CAPITAL;ACTIVO;roberto@interi.com.ve;TARIFA NAC2012;COBRO EN DESTINO;2012-08-09;
CR620;FUNDACION BANGENTE PARA LA ECONOMIA POPULAR;CCS;AV. CENTRO RENTAL DE LA UNIVERSIDAD METROPOLITANA. EDF. 1 PISO PB .OFICINA ENTRADA OESTE URB. TERRAZAS D ZONA POSTAL 1073;J-31427672-7;VIRGINIA SOTO;0212-6006108;AV. CENTRO RENTAL DE LA UNIVERSIDAD METROPOLITANA. EDF. 1 PISO PB .OFICINA ENTRADA OESTE URB. TERRAZAS D ZONA POSTAL 1073;ACTIVO;visoto@bangente.com.ve;TARIFA NAC2012;CREDITO;2012-07-31;
CR621;AUTOPARTES CARACAS, C.A;CCS;1ERA AVENIDA ALTAMIRA SUR CARACAS DC 1060;J-00134891-3;ENZO BITETTO;02122618732/02122614925/9326;1ERA AVENIDA ALTAMIRA SUR CARACAS DC 1060;ACTIVO;autopartescaracas@hotmail.com;TARIFA NAC2012;COBRO EN DESTINO;2016-08-19;
CR622;AUTOCARROCERIA Y VIDRIOS CARONI, C.A.;PZO;AV. PRINCIPAL DE CASTILLITO, PISO NT, LOCAL 50, SECTOR CASTILLITO, PUERTO ORDAZ, EDO. BOLIVAR;J-30034788-5;VIDRIOS;02869236654;AV. PRINCIPAL DE CASTILLITO, PISO NT, LOCAL 50, SECTOR CASTILLITO, PUERTO ORDAZ, EDO. BOLIVAR;ACTIVO;caroni@gmail.com;TARIFA NAC2012;COBRO EN DESTINO;2012-05-11;
CR623;REPUESTOS LA CLINICA DEL CARRO,;BNS;AVENIDA INDUSTRIAL CON R?MULO GALLEGOS N? 26, BARINAS ESTADO BARINA;J-09016014-0;DEPARTAMENTO VIDRIOS;0273-5323825 / 5325550 / 5321979;AVENIDA INDUSTRIAL CON R?MULO GALLEGOS N? 26, BARINAS ESTADO BARINA;ACTIVO;info@reclinicar.com;TARIFA NAC2012;COBRO EN DESTINO;2012-03-30;
CR624;AUTO CRISTAL ZULIA CABIMAS;MAR;AVENIDA PPAL, LAS CABILLAS, NO. 42, LAS CABILLAS, CABIMAS, ZULIA - VENEZUELA;J-07013085-7;DPTO. DE REPUESTOS;02643717208/3714329;AVENIDA PPAL, LAS CABILLAS, NO. 42, LAS CABILLAS, CABIMAS, ZULIA - VENEZUELA;ACTIVO;autocrista@hotmail.com;TARIFA NAC2012;COBRO EN DESTINO;2012-03-30;
CR625;TECNOEXTREMO,C.A;CCS;AV.RIO C.C.PARQUE HUMBOLT LOCAL 15, CARACAS VENEZUELA;J-31455459-0;SAUL;04141190003;COMERCIAL PARQUE HUMBOLDT (AL LADO DEL CENTRO COMERCIAL CONCRESA), LOCAL NO. 15, NIVEL MEZZANINA, UN NIVEL ABAJO DE DONDE ESTA EL BOWLING, CARACAS, VENEZUELA.;ACTIVO;tecnoextremo@gmail.com;TARIFA NAC2012;CREDITO;2012-05-10;
CR626;ZAP ELECTRONIC;BRM;AV.FRANCISCO JIMENEZ C.C. METROPOLIS LOCAL 77, BARQUISIMETO ESTADO LARA;J00;LUIS;0251 12306146;AV.FRANCISCO JIMENEZ C.C. METROPOLIS LOCAL 77, BARQUISIMETO ESTADO LARA 3001;ACTIVO;zap@hotmaill.com;TARIFA NAC2012;COBRO EN DESTINO;2012-08-03;
CR237Y;SANITAS CIUDAD BOLIVAR;CBL;  AV. MOHEDANO CRUCE CON AV. LOS CHAGUARAMOS QUINTA SANITAS, URB LA CASTELLAN/ CARACAS;J-30555933-3;LILIANA PINEL; 0285-6340062/04149278507;AV. 17 DE DIECIEMBRE CENTRO COMERCIAL SAMARA PISO 1 LOCAL 21 CIUDAD BOLIVARTELEFONOS: 0285-6340062/ 04149278507;ACTIVO;lpinel@sanitasvenezuela.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR627;FUGARISA C.A.;BRM;CARRERA 19 ENTRE CALLES 31 Y 32CENTRO PROFESIONAL "JOS? FURIATI" , PISO 3, OFICINA 33. FRENTE AL CENTRO COMERCIALBARQUISIMETO, ESTADO LARA;J-303720102;ALVARO SANDOVAL;02512330465/ 0416 - 355.7668;CARRERA 19 ENTRE CALLES 31 Y 32CENTRO PROFESIONAL "JOS? FURIATI" , PISO 3, OFICINA 33. BARQUISIMETO. EDO. LARA;ACTIVO;fugarisa@hotmail.com/ ventasfugarisa@gmail.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR628;VENEGLANZ, C.A.;CCS;AV. LAS LOMAS, C.C. LOMAS DE LA LAGUNITA, NIVEL SOLARIUM, LOCAL S-30. URBANIZACI?N LOMAS DE LA LAGUNITA, EL HATILLO, CARACAS 1083;J-40055173-0;PHIDIAS BOLIVAR;+58 212 427.96.67;GALPON 1-B, URBANIZACI?N PARQUE INDUSTRIAL DE SAN RAFAEL, FINAL AVENIDA PRINCIPAL, CHARALLAVE, EDO. MIRANDA. 1210JEFE DE ALMACEN, SR. JORGE RIVERO0416-4063351;ACTIVO;phidias.bolivar@veneglanz.com;TARIFA NAC2012;CREDITO;2012-08-08;
CE156A;EVILOG PUERTO ORDAZ;PZO; PUERTO ORDAZ, AV. MONSE?OR ZABALETA, CENTRO COMERCIAL MONSE?OR ZABALETA, NIVEL SOTANO, OFIC. 3,  ZP8050 , REFERENCIA AL LADO DEL CONDOMINIO.;J- 31213013-0; LAOSET ENRIQUE SALAZAR;0414 8953350; PUERTO ORDAZ, AV. MONSE?OR ZABALETA, CENTRO COMERCIAL MONSE?OR ZABALETA, NIVEL SOTANO, OFIC. 3,  ZP8050 , REFERENCIA AL LADO DEL CONDOMINIO.;ACTIVO;sumatrosa@yahoo.es;TARIFA NAC2012;CREDITO;2016-11-07;
CR629;IMPORTADORA MGK C.A.;CCS;CALLE EL RETIRO AV. LIBERTADOR TORRE EXA PISO 1.OFICINA 104. EL ROSAL CARACAS;J-29726774-3;MARCO JOVE;0212-952.00..63/ 0414-1250238/04265156905;AVENIDA PRINCIPAL DE LOS CORTIJOS 2DA TRANSVERSAL EDIFICIO MORWILL PB. DESPUES DE PASAR EL EDIFICIO DEL INCE AL FINAL DE LA CALLE CIEGA ( PORTON NARANJA) 04141250238/04265156905;ACTIVO;marcojove@mgktoys.com/marcogomez@mgktoys.com;TARIFA NAC2012;CREDITO;2012-08-10;
CR630;NIPPON MOTORS;MAR;CARRETERA K CON CALLE SAN MARTIN CASA NRO 01 CIUDAD OJEDA EDO- ZULIA;J-30867931-3;THAIS REINOSO;0412-650.00.49;CARRETERA K CON CALLE SAN MARTIN CASA NRO 01 CIUDAD OJEDA EDO- ZULIA;ACTIVO;ventasnipponmotors@gmail.com;FLETE DIRECTO;CONTADO;;
CR632;TECNOLOGIA MEDICA DEL CARIBE, C.A;CCS;CALLE LISANDRO ALVARADO, QUINTA JORGE, SANTA MONICA CARACAS ZP 1040;J-00183272-6;CARMEN COLINA;04143279228;CALLE LISANDRO ALVARADO, QUINTA JORGE, SANTA MONICA CARACAS ZP 1040;ACTIVO;jcolina@tecnomedica.com;TARIFA NAC2012;COBRO EN DESTINO;2012-04-25;
CR633;MEDOR, C.A;BLA;AV. STADIUM - CENTRO COMERCIAL JUDIBANA - (CADA) LOCAL # 80 - PUERTO LA CRUZ- ESTADO ANZO?TEGUI - VENEZUELA;J-29635716-1;CARLOS MORON;(0281) 2657561 - 2694782 - 2657965 -;AV. STADIUM - CENTRO COMERCIAL JUDIBANA - (CADA) LOCAL # 80 - PUERTO LA CRUZ- ESTADO ANZO?TEGUI - VENEZUELA;ACTIVO;medorca@cantv.net ,medorca@hotmail.com;TARIFA NAC2012;COBRO EN DESTINO;2012-04-25;
CR424AF;INVERSIONES JETES/HAZLE CLICK;CCS;MULTICENTRO EMPRESARIAL DEL ESTE, TORRE LIBERTADOR, NUCLEO A, PISO 19 OFIC A193. CHACAO, CARACAS DC;J-30615119-2;ANTONIO NERI;02129516660;CALLE HUMBOLDT CON 2DA. AVENIDA DE BELLO MONTE, QTA. ROSA ELENA, BELLO MONTE.MUNICIPIO LIBERTADOR, PARROQUIA EL RECREO, ZONA POSTAL 1010. CARACAS.;ACTIVO;jetes@jetes.com.ve;TARIFA NAC2012;CREDITO;;
CR634;CENTRO AUTOMOTRIZ DA-CAR, C.A;BLA;AVENIDA JUAN DE URPIN BARCELONA EDO. ANZAOTEGUI ZONA POSTAL 6001;J-08029805-5;KATTY GUTIERREZ;0281-276-33-23 / 0281-275-95-52;AVENIDA JUAN DE URPIN SECTOR EL ESPEJO BARCELONA EDO. ANZAOTEGUI  ZONA POSTAL 6001;ACTIVO;dacarasd@cantv.net;TARIFA NAC2012;COBRO EN DESTINO;;
CR635;BRITO SUPLY, C.A;BLA;CALLE BATALLON BOLIVAR NRO 14  SECTOR SIERRA MAESTRA PTO LA CRUZ ESTADO ANZOATEGUI ZONA POSTAL 6001;J-31158824-8;OSCAR BRITO;04248803325/04248283012;CALLE BATALLON BOLIVAR NRO 14  SECTOR SIERRA MAESTRA PTO LA CRUZ ESTADO ANZOATEGUI ZONA POSTAL 6001;ACTIVO;britosuply@cantv.net;TARIFA NAC2012;CREDITO;2012-08-06;
CR636;AUTO VIDRIOS DEL PUERTO,C.A;BLA;AV INTERCOMUNAL JORGE RODRIGUEZ  SECTOR SIERRA MAESTRA POR LA PASARELA DE POZUELO FRENTE EL MODULO POLICIAL PTO LA CRUZ ESTADO ANZOATEGUI ZONA POSTL 6001;J-29816171-0;ANGELA GARCIA;0281-2696477;AV INTERCOMUNAL JORGE RODRIGUEZ  SECTOR SIERRA MAESTRA POR LA PASARELA DE POZUELO FRENTE EL MODULO POLICIAL PTO LA CRUZ ESTADO ANZOATEGUI ZONA POSTL 6001;ACTIVO;autovidriosdelpuerto@hotmail.com;TARIFA NAC2012;CONTADO;2012-08-08;
CR610A;CONSTRUTORA NORBERTO ODEBRECHT, S.A;MAR;AVENIDA RIO CAURA, EDIFICIO TORRE HUMBOLDT, PISO 10 OFICINA 10-13 URBANIZACION PRADOS DEL ESTE, ZONA POSTAL 1080;J-00363691-6;SR. JOSUE CERQUEIRA.;0424-210.65.14;AVENIDA 4 BELLA VISTA CON CALLE 85 (FALCON) EDIFICIO BANCARACAS, PISO 5 CODIGO POSTAL 4002 MARACAIBO EDO ZULIA;ACTIVO;jcerqueira@odebrecht.com/smreyes@odebrecht.com;TARIFA NAC2012;CREDITO;2012-07-30;
CR610B;CONSTRUTORA NORBERTO ODEBRECHT, S.A;CCS;AVENIDA RIO CAURA, EDIFICIO TORRE HUMBOLDT, PISO 10 OFICINA 10-13 URBANIZACION PRADOS DEL ESTE, ZONA POSTAL 1080;J-00363691-6;SR. CARLOS DURAN. RSP. DEL ?REA;0424 ? 227.08.78;AUTOPISTA GRAN MARISCAL DE AYACUCHO (PETARE - GUARENAS), ENTRADA DE GUARENAS, SECTOR LA VAQUERA ? EL MORRO.  EDO. MIRANDA;ACTIVO;cduran@odebrecht.com/mccarvajal@odebrecht.com;TARIFA NAC2012;CREDITO;;
CR637;MULTIMARCAS AUTO PARTES , C.A;BLA;AV. PROLONGACION PASEO COLON EDF. B BLOQUE 10 PISO PB APT . ENTRE APARTAMENTO 005 Y 007. URBANIZACION EL PARAISO , OROPEZA ZONA POSTAL 6023;J-293 66643-0;MARGARET JIMENEZ;0281-2631685;AV. PROLONGACION PASEO COLON EDF. B BLOQUE 10 PISO PB APT . ENTRE APARTAMENTO 005 Y 007. URBANIZACION EL PARAISO , OROPEZA ZONA POSTAL 6023;ACTIVO;multimarcasauotpartes@hotmail.com;TARIFA NAC2012;CREDITO;;
CRI638;DISTRIBUIDORA BADWILL C.A;MUN;CALLE DOS OESTE CASA NRO.03-09 URBANIZACION LAS FLORES ZP-6201;J-29375177-2;NORA DE BADWILL;0291-6415522 /;CALLE DOS OESTE CASA NRO.03-09 URBANIZACION LAS FLORES ZP-6201;ACTIVO;distribuidorabadwill@hotmail.com;TARIFA NAC2012;CREDITO;2012-08-07;
